"1","1830","1383945415"
"2","25103","1383950145"
"3","16138","1384190398"
"4","17440","1384213020"
"5","14429","1384709789"
"6","11607","1385394236"
"7","0","1385394773"
"8","0","1385395293"
"9","0","1385395298"
"10","20595","1385395830"
"11","20851","1385395967"
"12","20519","1385396063"
"13","20519","1385396224"
"14","21660","1385396361"
"15","6585","1385400916"
"16","11741","1385405584"
"17","17522","1385406158"
"18","0","1385407447"
"19","0","1385407453"
"20","12625","1385408054"
"21","14313","1385408086"
"22","21842","1385408602"
"23","0","1385408928"
"24","0","1385408936"
"25","0","1385408985"
"26","43540","1385410928"
"27","0","1385411990"
"28","0","1385412073"
"29","0","1385412085"
"30","0","1385412122"
"31","0","1385412212"
"32","5471","1385412646"
"33","5186","1385412912"
"34","24394","1385413243"
"35","24414","1385413314"
"36","13333","1385413453"
"37","0","1385414362"
"38","22576","1385414363"
"39","24554","1385414449"
"40","0","1385415318"
"41","0","1385415324"
"42","22124","1385415985"
"43","24390","1385417139"
"44","12544","1385419253"
"45","25457","1385419271"
"46","12541","1385419289"
"47","16083","1385420205"
"48","8086","1385420583"
"49","20531","1385421169"
"50","35669","1385421731"
"51","40204","1385423227"
"52","7221","1385423866"
"53","7221","1385423999"
"54","12604","1385424274"
"55","38154","1385424368"
"56","8886","1385424889"
"57","0","1385444182"
"58","0","1385444287"
"59","25001","1385445450"
"60","0","1385445621"
"61","8883","1385446706"
"62","6070","1385452627"
"63","10710","1385452907"
"64","24720","1385453061"
"65","41464","1385453182"
"66","0","1385456933"
"67","0","1385456942"
"68","0","1385457037"
"69","0","1385457059"
"70","0","1385457066"
"71","0","1385457074"
"72","0","1385457079"
"73","18900","1385458017"
"74","33191","1385458402"
"75","0","1385458432"
"76","0","1385458441"
"77","0","1385458465"
"78","0","1385460462"
"79","24763","1385462521"
"80","0","1385462594"
"81","0","1385463776"
"82","0","1385464530"
"83","35643","1385464610"
"84","35669","1385464689"
"85","40245","1385469157"
"86","33543","1385470462"
"87","29491","1385471359"
"88","29033","1385471415"
"89","0","1385472590"
"90","14356","1385472949"
"91","0","1385473382"
"92","24846","1385473943"
"93","23123","1385473988"
"94","14314","1385475880"
"95","35669","1385475926"
"96","46123","1385479465"
"97","20716","1385481983"
"98","21613","1385482358"
"99","0","1385482694"
"100","0","1385483775"
"101","0","1385483790"
"102","0","1385483819"
"103","0","1385483840"
"104","9490","1385484361"
"105","6225","1385484521"
"106","35568","1385484762"
"107","42166","1385484785"
"108","13128","1385485961"
"109","35602","1385485970"
"110","16729","1385488784"
"111","0","1385495620"
"112","0","1385495636"
"113","0","1385495647"
"114","0","1385495658"
"115","0","1385495668"
"116","0","1385498345"
"117","0","1385506801"
"118","46358","1385512534"
"119","12625","1385512566"
"120","40257","1385513175"
"121","6278","1385513208"
"122","42035","1385528394"
"123","21301","1385538062"
"124","40205","1385544812"
"125","0","1385547307"
"126","8891","1385548184"
"127","40424","1385548408"
"128","11658","1385548986"
"129","22607","1385555599"
"130","14434","1385560810"
"131","30074","1385567063"
"132","0","1385570792"
"133","0","1385570797"
"134","0","1385570803"
"135","0","1385570815"
"136","0","1385570821"
"137","0","1385570836"
"138","0","1385570849"
"139","0","1385578538"
"140","20434","1385580774"
"141","23635","1385580815"
"142","49037","1385634397"
"143","29881","1385634432"
"144","23121","1385649232"
"145","11291","1385649311"
"146","0","1385660491"
