"147","0","1385660497"
"148","0","1385660533"
"149","0","1385660541"
"150","0","1385677770"
"151","0","1385733113"
"152","0","1385733117"
"153","0","1385755458"
"154","0","1385755494"
"155","0","1385755551"
"156","0","1385760822"
"157","0","1385760829"
"158","53791","1385941722"
"159","0","1385941751"
"160","0","1385941821"
"161","22063","1385941857"
"162","0","1385952081"
"163","40717","1385993208"
"164","51941","1385993409"
"165","11821","1385993452"
"166","22222","1385996105"
"167","60158","1386014070"
"168","15659","1386014131"
"169","25296","1386018062"
"170","21134","1386061603"
"171","6445","1386061925"
"172","51845","1386076040"
"173","0","1386076951"
"174","0","1386077411"
"175","0","1386077416"
"176","21660","1386079625"
"177","14428","1386093077"
"178","23277","1386256527"
"179","51652","1386256564"
"180","0","1386276650"
"181","24892","1386316172"
"182","0","1386361010"
"183","46478","1386421184"
"184","40227","1386690754"
"185","11654","1386756201"
"186","9897","1386756208"
"187","51969","1386756348"
"188","9897","1386756551"
"189","42904","1386756564"
"190","13824","1386756594"
"191","13999","1386764724"
"192","6387","1386863175"
"193","53018","1386917226"
"194","23591","1386927145"
"195","25350","1387214844"
"196","6070","1387225416"
"197","40338","1387225481"
"198","14294","1387283312"
"199","10286","1387308819"
"200","23044","1387335195"
"201","11041","1387342468"
"202","51652","1387455291"
"203","4358","1387534875"
"204","25916","1387621454"
"205","20731","1387680236"
"206","12219","1387680250"
"207","53626","1387898204"
"208","40187","1387924304"
"209","11889","1387924323"
"210","54385","1387985231"
"211","25868","1388019136"
"212","64525","1388019224"
"213","2139","1388096858"
"214","2111","1388096923"
"215","2158","1388096969"
"216","2140","1388096986"
"217","2142","1388097017"
"218","39948","1388225200"
"219","39951","1388225563"
"220","20703","1388240258"
"221","22618","1388755392"
"222","54380","1388755456"
"223","54380","1388755475"
"224","22618","1388755527"
"225","22615","1388755545"
"226","19722","1388767855"
"227","14346","1388767972"
"228","51976","1388775299"
"229","40248","1388802898"
"230","4096","1388931670"
"231","53379","1388952681"
"232","51629","1389031541"
"233","51629","1389031544"
"234","12447","1389066032"
"235","18842","1389105505"
"236","55187","1389194748"
"237","51652","1389198959"
"238","53349","1389275163"
"239","23175","1389304793"
"240","11786","1389347750"
"241","28608","1389386970"
"242","54213","1389541513"
"243","53967","1389541683"
"244","54222","1389541689"
"245","53969","1389541826"
"246","54227","1389541867"
"247","53731","1389647336"
"248","53731","1389704945"
"249","52545","1389705059"
"250","11791","1389784697"
"251","21552","1389784756"
"252","54212","1389791635"
"253","14343","1389842159"
"254","3663","1389957929"
"255","21580","1390043093"
"256","0","1390347713"
"257","54803","1390348790"
"258","27261","1390419356"
"259","2947","1390495998"
"260","10224","1390597959"
"261","0","1390602341"
"262","0","1390670108"
"263","16002","1390778068"
"264","20459","1390778243"
"265","12072","1390778783"
"266","40301","1390822554"
"267","22584","1390837966"
"268","67201","1390952817"
"269","53024","1390971965"
"270","53110","1390972271"
"271","53110","1390972283"
"272","21489","1391033784"
"273","1358","1391077374"
"274","52793","1391185308"
"275","3125","1391186365"
"276","22390","1391196679"
"277","23233","1391318768"
"278","21827","1391393600"
"279","22733","1391409519"
"280","0","1391420599"
"281","55045","1391442363"
"282","4354","1391443035"
"283","4352","1391443084"
"284","4353","1391443135"
"285","4352","1391443193"
"286","4355","1391443248"
"287","4356","1391443324"
"288","4357","1391443374"
"289","4357","1391443389"
"290","4358","1391443483"
"291","4359","1391443549"
"292","4360","1391443618"
"293","4361","1391443725"
"294","4363","1391443737"
"295","4362","1391443846"
"296","4364","1391443858"
"297","4366","1391443933"
"298","4367","1391444019"
"299","4368","1391444072"
"300","4369","1391444236"
"301","4342","1391444631"
"302","4343","1391444703"
"303","4344","1391444768"
"304","4346","1391444836"
"305","4347","1391444884"
"306","4348","1391445530"
"307","4349","1391445567"
"308","4314","1391445722"
"309","4317","1391445731"
"310","4321","1391445741"
"311","4287","1391445763"
"312","4359","1391445931"
"313","4341","1391446164"
"314","4345","1391446263"
"315","4348","1391446274"
"316","53352","1391524608"
"317","4404","1391531947"
"318","4405","1391532049"
"319","4406","1391532111"
"320","4407","1391532200"
"321","21515","1391667315"
"322","4415","1391686479"
"323","4417","1391686552"
"324","64266","1391812110"
"325","11719","1391973696"
"326","0","1392056032"
"327","0","1392112486"
"328","38576","1392158617"
"329","22542","1392301462"
"330","38968","1392301485"
"331","39041","1392301493"
"332","0","1392301861"
"333","0","1392301865"
"334","66527","1392302243"
"335","21102","1392302293"
"336","39041","1392302563"
"337","20768","1392302668"
"338","19070","1392309612"
"339","16284","1392320081"
"340","0","1392368250"
"341","0","1392368254"
"342","0","1392391538"
"343","65026","1392395155"
"344","21822","1392410149"
"345","12250","1392410151"
"346","29779","1392414025"
"347","20543","1392587602"
"348","23366","1392594464"
"349","21664","1392594480"
"350","68395","1392644407"
"351","0","1392649036"
"352","0","1392660901"
"353","0","1392660907"
"354","11982","1392777645"
"355","40009","1392820000"
"356","40143","1392826595"
"357","51504","1392861330"
"358","12317","1392880762"
"359","0","1392887526"
"360","20869","1393058740"
"361","11648","1393297217"
"362","10177","1393319251"
"363","43694","1393424088"
"364","52354","1393431626"
"365","0","1393442283"
"366","0","1393442292"
"367","11675","1393723755"
"368","0","1393859936"
"369","0","1393859940"
"370","43110","1393881681"
"371","0","1394119235"
"372","20632","1394119288"
"373","22282","1394119899"
"374","51870","1394119939"
"375","22223","1394119998"
"376","22551","1394120040"
"377","40391","1394181408"
"378","63026","1394335257"
"379","20890","1394452505"
"380","10832","1394453689"
"381","0","1394458632"
"382","0","1394458644"
"383","12110","1394619274"
"384","40042","1394716282"
"385","0","1394831110"
"386","28796","1395149375"
"387","24835","1395149398"
"388","21066","1395156568"
"389","15897","1395323646"
"390","12255","1395460114"
"391","23589","1395464657"
"392","0","1395819397"
"393","46615","1395930408"
"394","46654","1395930420"
"395","68894","1395937885"
"396","21786","1395937899"
"397","18225","1396021488"
"398","52335","1396032968"
"399","40017","1396511302"
"400","12311","1396877987"
"401","27656","1397122593"
"402","43293","1397205850"
"403","51986","1397410135"
"404","0","1397741523"
"405","0","1397741527"
"406","0","1397741534"
"407","0","1397741552"
"408","63425","1397763249"
"409","0","1397939304"
